# ⚠️ 撤回清單（負向回饋用）：以下職缺曾在 4/5 號訓練回饋檔的歷史版本中，被錯誤標記為『理想推薦』的類別。
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,錯誤類別數,應撤回_錯誤類別_1,應撤回_錯誤類別_2,應撤回_錯誤類別_3,應撤回_錯誤類別_4,應撤回_錯誤類別_5,應撤回_錯誤類別_6,應撤回_錯誤類別_7,應撤回_錯誤類別_8,應撤回_錯誤類別_9,應撤回_錯誤類別_10,應撤回_錯誤類別_11,應撤回_錯誤類別_12,應撤回_錯誤類別_13,應撤回_錯誤類別_14,應撤回_錯誤類別_15,應撤回_錯誤類別_16,應撤回_錯誤類別_17,應撤回_錯誤類別_18,應撤回_錯誤類別_19,曾出現版本
enhancement_排序待優化,【北區】第二DC(康是美)品保員(時薪制),倉管／物料管理員,品管人員,倉儲物流人員,,,9,ISO品保人員,冷熱飲調製人員,品管／品保主管,售票／收銀人員,房務人員,產品經理,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【儲運部-運輸】17噸貨車司機,外務／快遞／送貨,大貨車司機,倉儲物流人員,,,9,CNC車床人員,堆高機操作人員,塑膠押出技術人員,壓鑄模具技術人員,大客車司機,小客車／小貨車司機,沖壓模具技術人員,生管主管,運輸物流類主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,臺大醫院 外科部 誠徵碩士級專任研究助理一名,研究助理,生物學專業與研究人員,臨床／實驗室研究人員,,,9,CAD／CAM工程師,UI/UX設計師,其他醫療從業人員,助理研究人員,室內設計助理,工業工程師,微生物分析師,病理藥理研究人員,醫藥研發人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,個金_分行櫃員 (中正/萬華/大安/文山/新店區),銀行辦事人員,金融營業人員,國內業務人員,,,9,售票／收銀人員,會計／出納／記帳人員,檔案資料管理人員,行政主管,行政人員,資材人員,門市／店員／專櫃人員,電腦操作／資料輸入,飯店／旅館服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,高獎金高專銷售員【幸福家不動產文元加盟店】,不動產經紀人／營業員,不動產審核／估價師,國內業務人員,,,9,儲備幹部,售票／收銀人員,店長／門市管理人員,廣告設計,廣告／行銷企劃主管,產品企劃主管,產品經理,行銷企劃人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,頂尖帶看租屋仲介💎租屋仲介夥伴💎長期發展、可培養,不動產經紀人／營業員,不動產審核／估價師,國內業務人員,,,9,侍酒師,儲備幹部,冷熱飲調製人員,客服主管,木工,神秘客,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（新莊） 新鮮人/無經驗可/一對一教育訓練,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,國貿助理,客服人員,廣告AE,廣告文案企劃人員,業務助理,活動企劃人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,₤良福綜管八處ℳ台北總公司勤務幹部ヾ固定週休二日、年終、分紅福利佳₰,總幹事,保全人員／警衛,儲備幹部,,,9,國內業務主管,國外業務主管,客服主管,產品企劃主管,經營管理主管,總務主管,行政主管,資材主管,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,客服業代,國內業務人員,通路開發人員,儲備幹部,,,9,國外業務人員,國貿人員,客服主管,客服人員,廣告AE,文字客服,神秘客,資材人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【烏日】籠車定位19:00-04:00【TC1103】,工讀生,倉管／物料管理員,倉儲物流人員,,,17,CNC車床人員,傳統車床人員,包裝員／作業員,吊車／起重機相關操作人員,堆高機操作人員,塑膠押出技術人員,外務／快遞／送貨,小客車／小貨車司機,挖土／推土機相關操作人員,機械加工技術人員,機械操作人員,汽車檢驗員,汽車美容,理貨人員,生鮮處理人員,重機械操作人員,鈑金技術人員,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,特教老師-三民早療中心,特殊教育教師,教保員／保育員,幼教老師,,,9,保母／托育人員,復健技術師,心理學研究人員,才藝類老師,數理補習班老師,照顧服務／指導員,珠心算老師,臨床／諮商心理師,電訪人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,幼教助理 (關埔幼兒園),保母／托育人員,教保員／保育員,幼教老師,,,9,人事助理,助教,執行製作／助理,媒體公關人員,攝影助理,生管／助理,行銷企劃助理,資訊助理人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,教師助理員(8月入職),保母／托育人員,教保員／保育員,幼教老師,,,9,人事助理,助教,執行製作／助理,媒體公關人員,影片製作技術人員,攝影助理,生管／助理,行銷企劃助理,資訊助理人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國文科老師(嘉義)-意者可親洽或電話聯絡,語文補習班老師,升學補習班老師,國中教師,,,9,客服人員,工讀生,房務人員,神秘客,補習班導師,資料庫管理人員,資材人員,電腦操作／資料輸入,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,何厝校-國中理化專任教師(兼職),數理補習班老師,升學補習班老師,國中教師,,,9,室內設計師,工讀生,檔案資料管理人員,生管／助理,神秘客,資料庫管理人員,資材人員,電腦操作／資料輸入,電腦補習班老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,客服營養師,電話行銷人員,電訪人員,國內業務人員,,,18,儲備幹部,國外業務人員,國貿人員,報關人員,客服主管,文字客服,日式廚師,營養師,獸醫／獸醫佐,生物安全管理人員,神秘客,護理長,資材人員,醫事檢驗師,電話客服人員,食品檢驗人員,食品研發人員,食品衛生管理師,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,繪圖人員,機械設計／繪圖人員,機構工程師,工業設計,,,9,CAD／CAM工程師,冷凍空調繪圖／設計,室內設計助理,平面設計,建築繪圖／設計,消防專業人員,美編人員,資料庫管理人員,電信／配線繪圖,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,製圖人員-周休二日,機械設計／繪圖人員,美編人員,工業設計,,,9,CNC車床人員,PLC／自動控制工程師,包裝員／作業員,技術人員,智慧製程工程師,水電工,資材人員,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,研發專員-公司擴大徵才,機械設計／繪圖人員,模具技術人員,工業設計,,,17,其他專案管理師,助理研究人員,化學／化工工程師,市場調查／分析人員,微生物分析師,材料分析員,材料研發人員,歷史研究人員,汽車研發人員,特用化學工程師,生物科技研發人員,產品經理,發包人員,電子工程師,食品檢驗人員,食品研發人員,食品衛生管理師,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,專任輔導教師,特殊教育教師,國小教師,國中教師,,,9,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,美術老師,補習班導師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,治平高中115學年度第1學期教師徵選(輔導),高中職教師,其他教育類老師,特殊教育教師,,,9,CNC車床人員,包裝設計,推拿／按摩師,教保員／保育員,服裝設計,木工,美術老師,職能治療師,音樂老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,專任輔導教師,高中職教師,國中教師,特殊教育教師,,,8,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,美術老師,補習班導師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,教師助理,教保員／保育員,幼教老師,特殊教育教師,,,9,人事助理,助教,執行製作／助理,媒體公關人員,影片製作技術人員,攝影助理,特別助理,行銷企劃助理,資訊助理人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,約聘制教師助理員,教保員／保育員,幼教老師,特殊教育教師,,,9,人事助理,助教,執行製作／助理,媒體公關人員,影片製作技術人員,攝影助理,特別助理,資訊助理人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,仁友愛心家園-中班教保員,社會工作人員／督導,教保員／保育員,特殊教育教師,,,9,休閒娛樂事業從業人員,保母／托育人員,冷熱飲調製人員,售票／收銀人員,國中教師,幼教老師,生鮮處理人員,調酒師／吧台人員,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,兼職托育人員(亦歡迎護理系／幼保系日間部),保母／托育人員,教保員／保育員,幼教老師,,,9,專科護理師,照顧服務／指導員,牙醫師,獸醫／獸醫佐,護理師,護理長,資材主管,資材人員,醫師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,托育老師/托育人員/護理師/護士,保母／托育人員,教保員／保育員,幼教老師,,,9,動物飼育專業人員,專科護理師,照顧服務／指導員,獸醫助理,獸醫／獸醫佐,聽力師,護理助理(護佐),護理師,護理長,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【林口康橋小學部】學務處輔導組 正式特教教師,國小教師,臨床／諮商心理師,特殊教育教師,,,9,升學補習班老師,品管／品保主管,宗教／神職人員,木工,補習班主任／主管,課業輔導老師,資材主管,資材人員,領班／管理幹部,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,合格輔導老師,其他教育類老師,高中職教師,特殊教育教師,,,8,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,美術老師,補習班主任／主管,補習班導師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,教保員(中和發展中心),教保員／保育員,社會工作人員／督導,特殊教育教師,,,9,作文老師,保母／托育人員,國中教師,托育中心主任／主管,教育訓練人員,檔案資料管理人員,汽車銷售人員,電訪人員,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,臺北市廣愛家園-日班教保員,教保員／保育員,社會工作人員／督導,特殊教育教師,,,9,ISO品保人員,冷熱飲調製人員,品管／品保主管,售票／收銀人員,幼教老師,日式廚師,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,兼職教師助理員,教保員／保育員,幼教老師,特殊教育教師,,,9,人事助理,助教,執行製作／助理,媒體公關人員,室內設計助理,攝影助理,教授／副教授／助理教授,資訊助理人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,YA⩩月賺58k周休二日見紅休【護目鏡大廠】周領薪資➡無學經驗限制⋮高錄取⋮快速報到⍢占,包裝員／作業員,技術人員,倉儲物流人員,,,9,CNC車床人員,塑膠押出技術人員,壓鑄模具技術人員,機械工程師,汽車檢驗員,汽車維修人員,沖床人員,生產線工程師,維修技術人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,早班運務司機(8.5T),大貨車司機,外務／快遞／送貨,倉儲物流人員,,,9,CNC車床人員,倉管／物料管理員,小客車／小貨車司機,理貨人員,空服人員,聯結車司機,運輸調度管理人員,鍋爐相關人員,隨車人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,蛋品廠_大貨車司機,大貨車司機,外務／快遞／送貨,倉儲物流人員,,,9,CNC車床人員,吊車／起重機相關操作人員,塑膠押出技術人員,壓鑄模具技術人員,機車維修人員,檢驗人員,汽車檢驗員,汽車維修人員,聯結車司機,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小全科班老師(中年級),安親課輔老師,其他教育類老師,補習班導師,,,8,作文老師,升學補習班老師,國中教師,國小教師,幼教老師,教保員／保育員,資材人員,高中職教師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,新竹香山旗艦校-美語行政輔導老師,語文補習班老師,其他教育類老師,補習班導師,,,9,排版人員,檔案資料管理人員,特別助理,秘書,總務人員,行政人員,財務／會計助理,醫院行政管理人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,■日文教務組長 → 底薪加奬金四萬三起(板橋),日語教師,語文補習班老師,補習班導師,,,9,PLC／自動控制工程師,儲備幹部,土木技師,授權／授信／徵信人員,服裝設計,校長,水電工程師,空服人員,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,櫃檯行政老師,安親課輔老師,語文補習班老師,補習班導師,,,9,國貿人員,排版人員,特別助理,秘書,總務人員,舞蹈演藝人員,行政人員,醫院行政管理人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,寶寶安撫引導師【底薪+獎金】(高雄店),教保員／保育員,護理師,幼教老師,,,8,冷熱飲調製人員,升學補習班老師,安親課輔老師,工讀生,救生員,補習班主任／主管,補習班導師,調酒師／吧台人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,寶寶安撫引導師【底薪+獎金】(台南店),教保員／保育員,護理師,幼教老師,,,8,冷熱飲調製人員,升學補習班老師,安親課輔老師,工讀生,數理補習班老師,補習班主任／主管,補習班導師,調酒師／吧台人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國中/高中 國文老師-雙北,升學補習班老師,語文補習班老師,作文老師,,,9,中式廚師,國中教師,國小教師,生鮮處理人員,藥師,調酒師／吧台人員,資材人員,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國中國文老師(永康旗艦校兼職),語文補習班老師,升學補習班老師,作文老師,,,9,國中教師,國小教師,工讀生,藥師,調酒師／吧台人員,資材人員,電腦補習班老師,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,《桃園蘆竹》倉管/倉管行政人員 (薪資依經驗、資歷調整),業務助理,行政人員,倉儲物流人員,,,8,國貿人員,國貿助理,採購助理,文字客服,生管／助理,秘書,資材人員,電腦操作／資料輸入,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"彈性4H兼職✨新莊蝦皮智取店✨彈性排班✨固定班別✨無經驗也能賺,PW",門市／店員／專櫃人員,工讀生,倉儲物流人員,,,9,冷熱飲調製人員,品管人員,外送人員,智慧製程工程師,洗碗人員,生鮮處理人員,西式廚師,調酒師／吧台人員,餐廚助手,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"藝文特區4H兼職✨蝦皮智取門市✨彈性排班✨時薪219-239✨無經驗可✨,PW",門市／店員／專櫃人員,工讀生,倉儲物流人員,,,9,冷熱飲調製人員,外送人員,洗碗人員,生鮮處理人員,西式廚師,調酒師／吧台人員,飯店／旅館服務人員,餐廚助手,餐飲服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,👉 倉管＋行政正職｜簡單穩定好上手,倉管／物料管理員,行政人員,倉儲物流人員,,,9,國貿人員,國貿助理,採購助理,文字客服,業務助理,生管／助理,秘書,資材人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【台灣大哥大】七堵明德門巿菁英｜優渥底薪+獎金-儲備幹部,門市／店員／專櫃人員,客服人員,儲備幹部,,,8,侍酒師,冷熱飲調製人員,品管／品保主管,售票／收銀人員,店長／門市管理人員,調酒師／吧台人員,資材主管,餐飲主管,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,墨竹亭｜燃麵本家 雲林虎尾店-儲備幹部,餐飲服務人員,中式廚師,儲備幹部,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,店長／門市管理人員,樓面管理人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館主管,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,＜台中永順店＞台湾初上陸！(日本)平祿壽司外場正式社員(儲備幹部) 最低薪資40000元 UP!,餐飲領班,餐飲服務人員,儲備幹部,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,售票／收銀人員,店長／門市管理人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,餐飲服務人員/儲備幹部(月薪$42000-$49000）,餐飲領班,餐飲服務人員,儲備幹部,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,店長／門市管理人員,西式廚師,調酒師／吧台人員,資材主管,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【鬼燒串物專門店】串燒/燒烤/燒肉/居酒屋/正職人員/儲備幹部/43000起,餐飲領班,餐飲服務人員,儲備幹部,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,店長／門市管理人員,樓面管理人員,調酒師／吧台人員,資材主管,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【起薪33.8K★獎金另計★排班彈性】彰化門市正職（和美）ABH,門市／店員／專櫃人員,護理師,儲備幹部,,,9,中式廚師,其他料理廚師,冷熱飲調製人員,品管／品保主管,洗碗人員,西式廚師,調酒師／吧台人員,餐廚助手,餐飲服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【月薪33.8K起 ★ 獎金另計】ABC苗栗門市正職（頭份市）,門市／店員／專櫃人員,護理師,儲備幹部,,,9,侍酒師,其他料理廚師,冷熱飲調製人員,洗碗人員,西式廚師,調酒師／吧台人員,餐廚助手,餐飲服務人員,麵包師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小中高年級專任老師,升學補習班老師,語文補習班老師,補習班導師,,,9,作文老師,國中教師,國小教師,幼教老師,教保員／保育員,美術老師,藥師,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國中英語老師,升學補習班老師,語文補習班老師,補習班導師,,,9,作文老師,其他語系教師,國中教師,國小教師,安親課輔老師,教保員／保育員,英語教師,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,美語助教(中英文流利)  外文系尤佳,助教,語文補習班老師,補習班導師,,,9,升學補習班老師,外務／快遞／送貨,幼教老師,教保員／保育員,生鮮處理人員,美術老師,藥師,資材人員,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,(三峽校)兼職-班導師,升學補習班老師,語文補習班老師,補習班導師,,,9,助教,安親課輔老師,專任管理員,工讀生,幼教老師,教保員／保育員,特殊教育教師,資材人員,電腦補習班老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,助教,數理補習班老師,語文補習班老師,補習班導師,,,9,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,照顧服務／指導員,特殊教育教師,獸醫助理,美術老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小帶班老師,課業輔導老師,語文補習班老師,補習班導師,,,9,升學補習班老師,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,木工,美術老師,補習班主任／主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國語文老師,語文補習班老師,其他教育類老師,補習班導師,,,9,升學補習班老師,國小教師,幼教老師,教保員／保育員,木工,特殊教育教師,美術老師,華語教師,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小輔導師,語文補習班老師,其他教育類老師,補習班導師,,,9,升學補習班老師,國小教師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,特殊教育教師,美術老師,補習班主任／主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（新竹）*歡迎新鮮人/無經驗者可,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,國貿助理,報關人員,客服人員,廣告AE,票務人員／旅行社人員,醫藥業務代表,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（台中）*歡迎新鮮人/無經驗可,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,國貿助理,客服人員,廣告AE,業務助理,票務人員／旅行社人員,醫藥業務代表,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（嘉義）,融資／信用業務人員,金融營業人員,國內業務人員,,,8,保險業務員／經紀人,國外業務人員,國貿人員,客服人員,廣告AE,票務人員／旅行社人員,醫藥業務代表,電話客服人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
