品牌名,職缺名稱,廠商duty0,廠商duty1,廠商duty2,廠商duty3,廠商duty4,AI推薦1,AI推薦2,AI推薦3,AI推薦4,AI推薦5
天母SOGO,台北天母SOGO-漢來海港自助餐廳 晚班 長期工讀生 PT,餐飲服務人員,,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
天母SOGO,台北天母SOGO-漢來海港自助餐廳 領班,餐飲服務人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
天賦發展中心,人資管理師【天賦發展中心】-屏東農科園區(外縣市免費供宿三個月),人事／人力資源專員,,,,,資材人員,客服主管,資材主管,門市／店員／專櫃人員,售票／收銀人員
天閣,00 天閣集團-櫃檯組長/副主任/主任(北區聯招),儲備幹部,飯店／旅館服務人員,飯店／旅館主管,,,行政主管,資材人員,人事／人力資源主管,軟體專案主管,客服主管
天閣,01 天閣集團-工程專員(總管理處),工務助理,水電工,飯店／旅館服務人員,,,工務工管人員,土木工程師,設計主管,嵌入式工程師,IC設計工程師
天閣,01 天閣集團-訂房中心(總管理處),飯店／旅館服務人員,業務助理,內勤業務,,,水電工,PLC／自動控制工程師,資材人員,房務人員,客服主管
好士康,【好士康】健康專員,護理師,營養師,個案管理師,,,獸醫／獸醫佐,門市／店員／專櫃人員,售票／收銀人員,冷熱飲調製人員,金融營業人員
好士康,【好士康】長照諮詢專員,護理師,個案管理師,物理治療師,,,神秘客,金融營業人員,專業顧問,產品經理,儲備幹部
好好鍋＿美術店,〖好好鍋＿美術店〗外場計時人員,餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
好室成家,不動產顧問師培訓／百萬經紀人🚀好室成家團隊帶你夢想起飛💰,不動產經紀人／營業員,,,,,客戶成功經理,儲備幹部,產品經理,客服主管,ISO品保人員
好室成家,加入好室成家團隊🌟不動產營業員🌟開啟您的百萬職涯新篇章！住商桃園平鎮店,國內業務人員,不動產經紀人／營業員,,,,門市／店員／專櫃人員,儲備幹部,店長／門市管理人員,調酒師／吧台人員,侍酒師
好室成家,🙌職場新鮮人👌不動產小白💕保證使你成為專業經理人🙌好室成家團隊歡迎你,不動產經紀人／營業員,,,,,客戶成功經理,儲備幹部,客服主管,產品經理,國內業務人員
好膳,"【總部】好膳集團研發廚師_用創意顛覆蔬食料理_月薪50,000~90,000元_Miacucina連鎖品牌",其他料理廚師,中／港式點心廚師,西式廚師,,,特用化學工程師,食品研發人員,工業工程師,智慧製程工程師,電機工程主管
威富空調,❄️ 【威富空調】徵半技工｜月薪 36K+獎金｜週休二日．公費補助考照,冷凍空調技術人員／安裝員,,,,,電機技師／工程師,智慧製程工程師,CNC車床人員,水電工,電機設備裝配員
威富空調,❄️ 【威富空調】徵工程學徒｜月薪 33K+獎金｜週休二日．免經驗．公費培訓,冷凍空調技術人員／安裝員,學徒,技術人員,,,CNC車床人員,BIOS工程師,水電工,電機設備裝配員,機車維修人員
威尼斯西餐廳,【威尼斯西餐廳】兼職外場服務人員,餐飲服務人員,,,,,飯店／旅館服務人員,侍酒師,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員
孫家將,孫家將臺式牛排廚早班人員-三重店,中／港式點心廚師,中式廚師,鐵板燒廚師,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,門市／店員／專櫃人員,侍酒師
學悟文理,國小部-班導師【學悟文理】薪$35K以上,安親課輔老師,數理補習班老師,補習班導師,,,品管／品保主管,智慧製程工程師,壓鑄模具技術人員,木工,品保工程師
學悟文理,國小部-輔導老師【學悟文理補習班】,補習班導師,數理補習班老師,語文補習班老師,,,補習班主任／主管,課業輔導老師,品管／品保主管,升學補習班老師,智慧製程工程師
安南幼兒園,【安南幼兒園 安南分班】教師助理員(電洽),教保員／保育員,幼教老師,才藝類老師,,,資訊助理人員,電腦操作／資料輸入,人事助理,特別助理,行政人員
安南幼兒園,【安南幼兒園安中分班】教師助理員(電洽),教保員／保育員,才藝類老師,安親課輔老師,,,資訊助理人員,電腦操作／資料輸入,行政人員,人事助理,行銷企劃助理
安和會館,"SPA資深芳療師【安和會館】高薪酬獎金、免call客無業績、集團優渥制度、保障薪資$42,000 （月薪+獎金）",美容師,美療師／芳療師,推拿／按摩師,,,資材人員,神秘客,PLC／自動控制工程師,國外業務人員,工業設計
安和會館,台北泰晶殿安和會館_早班行政櫃檯,電訪人員,門市／店員／專櫃人員,售票／收銀人員,,,行政人員,電腦操作／資料輸入,財務／會計助理,秘書,總務人員
安平永華,中信房屋安平永華店徵才**房仲高手,國內業務人員,不動產經紀人／營業員,,,,房務人員,調酒師／吧台人員,門市／店員／專櫃人員,生鮮處理人員,資材人員
安平永華,菁英房仲~中信房屋安平永華加盟店 😤😁快樂一家人😤😄,不動產經紀人／營業員,國內業務人員,國內業務主管,,,房務人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員,調酒師／吧台人員
安平總店,【安平總店】中餐 時薪工作人員,餐飲服務人員,總機／接待／櫃檯人員,,,,冷熱飲調製人員,調酒師／吧台人員,飯店／旅館服務人員,門市／店員／專櫃人員,侍酒師
安平總店,【安平總店】晚班兼職人員,餐廚助手,餐飲服務人員,,,,冷熱飲調製人員,調酒師／吧台人員,飯店／旅館服務人員,門市／店員／專櫃人員,外送人員
宏溢中美式整復.足體,【宏溢中美式整復.足體】  傳統整復推拿師 (無經驗半培訓) 40K~80K,推拿／按摩師,復健技術師,,,,鉗工,傳統車床人員,傳統銑床人員,資材主管,染印人員
宏溢中美式整復.足體,【宏溢中美式整復.足體】  運動按摩師 (無經驗半培訓) 31K~60K,推拿／按摩師,復健技術師,,,,神秘客,房務人員,資材人員,PLC／自動控制工程師,智慧製程工程師
宥泓創意開發股份,宥泓創意開發股份有限公司（歐樂沃築夢城堡） 營業銷售人員,門市／店員／專櫃人員,售票／收銀人員,,,,國內業務人員,不動產經紀人／營業員,客服主管,國外業務主管,廣告AE
宴京燒臘,［宴京燒臘］竹北店-廚房幫廚&學徒,中式廚師,,,,,調酒師／吧台人員,餐廚助手,學徒,冷熱飲調製人員,門市／店員／專櫃人員
宴京燒臘 - 竹南店,【宴京燒臘 - 竹南店】外場服務人員~應徵請電洽0935-907583,餐飲領班,,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員
宴會廳-大直典華,【宴會廳-大直典華】中餐 四砧板,中式廚師,其他料理廚師,,,,侍酒師,調酒師／吧台人員,餐飲主管,飯店／旅館服務人員,冷熱飲調製人員
宴會廳-大直典華,【宴會廳-大直典華】中餐 水檯,其他料理廚師,中式廚師,,,,調酒師／吧台人員,侍酒師,飯店／旅館服務人員,冷熱飲調製人員,餐飲主管
宴會廳-大直典華,【宴會廳-大直典華】燒臘 三廚,其他料理廚師,中式廚師,,,,侍酒師,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
家樂福內湖店,【家樂福內湖店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,房務人員
家樂福南港店,【家樂福南港店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,房務人員
家樂福天母店,【家樂福天母店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員,調酒師／吧台人員,房務人員
家樂福桃園八德店,【家樂福桃園八德店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,房務人員
家樂福汐科店,【家樂福汐科店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員,調酒師／吧台人員,房務人員
家樂福重慶店,【家樂福重慶店】賣場清潔人員,清潔／資源回收人員,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,房務人員
家樂福重新店,【家樂福重新店】賣場清潔人員,清潔／資源回收人員,,,,,飯店／旅館服務人員,門市／店員／專櫃人員,冷熱飲調製人員,調酒師／吧台人員,房務人員
富基-蘆洲館,【富基-蘆洲館】廚師尾爐,中式廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,餐飲服務人員,餐廚助手
富邦momo,【富邦momo】內勤電話行銷人員,門市／店員／專櫃人員,,,,,電話行銷人員,內勤業務,客服人員,廣告文案企劃人員,票務人員／旅行社人員
富邦momo,【富邦momo】商談作業部工讀人員(三重湯城園區),客服人員,電話客服人員,,,,資材人員,客服主管,文字記者,資材主管,國貿人員
富邦momo,【富邦momo】商談作業部工讀人員(三重湯城園區)-1,客服人員,電話客服人員,,,,資材人員,客服主管,國貿人員,資材主管,文字記者
富邦momo,【富邦momo】客服中心專線客服兼職人員 早班(三重湯城園區),電話客服人員,客服人員,工讀生,,,文字客服,檔案資料管理人員,業務助理,國貿助理,秘書
富邦momo,【富邦momo】客服中心專線客服兼職人員 早班(台中南屯區),電話客服人員,客服人員,工讀生,,,檔案資料管理人員,文字客服,業務助理,國貿助理,秘書
富邦momo,【富邦momo】客服中心專線客服兼職人員 晚班(三重湯城園區),電話客服人員,客服人員,工讀生,,,文字客服,檔案資料管理人員,業務助理,國貿助理,秘書
富邦momo,【富邦momo】維運管理部兼職人員(三重湯城園區),工讀生,電腦操作／資料輸入,,,,生管主管,資材主管,旅遊休閒類主管,領班／管理幹部,客服主管
富邦momo,代理招募(正職)【富邦momo】專線訂購客服人員-輪班(台中市南屯區),電話客服人員,客服人員,,,,生管／助理,資材人員,文字客服,國貿人員,國外業務人員
富邦momo,代理招募(正職)【富邦momo】專線訂購客服人員-輪班(新北市三重區),電話客服人員,客服人員,,,,生管／助理,資材人員,國貿人員,國外業務人員,文字客服
富里工作站,時薪照服員【富里工作站】,照顧服務／指導員,,,,,加油服務,遊樂景點工作人員,飯店／旅館服務人員,售票／收銀人員,休閒娛樂事業從業人員
富錦樹新品牌頂級板前壽司 鮨つかさ,【富錦樹新品牌頂級板前壽司 鮨つかさ】副料理長,日式廚師,其他料理廚師,,,,門市／店員／專櫃人員,調酒師／吧台人員,店長／門市管理人員,餐飲主管,侍酒師
富雅居實業,【富雅居實業】電銷專員(新北林口),通路開發人員,客服人員,電訪人員,,,廣告AE,國內業務人員,行銷企劃人員,廣告設計,國外業務主管
富雅居實業,富雅居實業【系統廚櫃儲備主管】(彰化),經營管理主管,專案管理主管,,,,電機工程主管,水電工程師,PLC／自動控制工程師,土木工程師,客服主管
富鼎旺-東興,【富鼎旺-東興】晚班服務人員(16：10-20：40),餐飲服務人員,餐廚助手,洗碗人員,,,售票／收銀人員,遊樂景點工作人員,加油服務,冷熱飲調製人員,門市／店員／專櫃人員
寒舍,【全日Buffet】探索廚房/單點廚房－『中/西/日廚師(冷/熱檯)』NO.1-3廚師 (台北寒舍艾美酒店),餐廚助手,飯店／旅館服務人員,,,,調酒師／吧台人員,智慧製程工程師,PLC／自動控制工程師,工業設計,門市／店員／專櫃人員
寒舍,人選之人造床者 房務部房務員(台北寒舍艾美酒店),飯店／旅館服務人員,家事服務／洗衣,清潔／資源回收人員,,,調酒師／吧台人員,營建雜工／粗工,儲備幹部,房務人員,客服主管
寒舍,宴會業務部-主任 / 副理（台北寒舍艾美酒店）,飯店／旅館服務人員,國內業務人員,飯店／旅館主管,,,業務助理,秘書,國貿助理,財務／會計助理,活動企劃人員
寒舍,寒舍花譜~花藝設計師,花藝／園藝人員,,,,,建築繪圖／設計,工業設計,室內設計助理,平面設計,PLC／自動控制工程師
寒舍,房務部房控員 (台北寒舍艾美酒店),飯店／旅館服務人員,家事服務／洗衣,,,,儲備幹部,客服主管,房務人員,調酒師／吧台人員,售票／收銀人員
寒舍,數位處-資訊副理 (寒舍集團),飯店／旅館服務人員,倉管／物料管理員,,,,資材人員,生管／助理,影片製作技術人員,資料庫管理人員,電腦操作／資料輸入
寒舍,美饌卡兼職業務人員(寒舍集團),飯店／旅館服務人員,國內業務人員,電話行銷人員,,,國貿助理,業務助理,秘書,活動企劃人員,國貿人員
寒舍,美饌卡業務人員(寒舍集團),飯店／旅館服務人員,國內業務人員,電話行銷人員,,,國外業務人員,國貿人員,國貿助理,業務助理,活動企劃人員
寒舍,行銷業務部 主任/副理（台北寒舍艾美酒店）,飯店／旅館服務人員,國內業務人員,飯店／旅館主管,,,業務助理,秘書,國貿助理,活動企劃人員,財務／會計助理
實驗動物中心,【實驗動物中心】事務員,醫院行政管理人員,,,,,文字客服,檔案資料管理人員,國貿人員,神秘客,報關人員
實驗動物中心,教學研究部實驗動物中心動物飼養員,養殖／畜牧專業人員,,,,,實驗／化驗人員,生技主管,工業工程師,特用化學工程師,生物科技研發人員
實驗動物中心,長庚科技大學實驗動物中心誠徵技佐(飼育員)乙名。,動物飼育專業人員,臨床／實驗室研究人員,,,,實驗／化驗人員,生技主管,微生物分析師,品管人員,生物科技研發人員
寶中總店,"保障3個月底薪$45,000【寶中總店】工作夥伴",汽車美容,,,,,房務人員,營建雜工／粗工,PLC／自動控制工程師,智慧製程工程師,儲備幹部
寶山台積電,新竹寶山台積電-監火專職人員,焊接技術人員,技術人員,組裝組立技術人員,機械操作人員,營建雜工／粗工,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員
寶山台積電,新竹寶山台積電駐廠行政助理,人事助理,儲備幹部,行政助理,,,秘書,行政人員,電腦操作／資料輸入,採購助理,財務／會計助理
寶山台積電,新竹寶山台積電點工、技術工，年齡不拘、學歷不拘,營建雜工／粗工,營建工程人員,,,,電機技師／工程師,電機設備裝配員,技術人員,雷射技術操作員,水電工
寶島饗宴,寶島饗宴有限公司 外場服務人員,餐飲服務人員,,,,,飯店／旅館服務人員,調酒師／吧台人員,門市／店員／專櫃人員,侍酒師,冷熱飲調製人員
寶雅,【台北總公司】寶雅商品處_專櫃部門_採購經營專員,採購人員,產品企劃人員,產品管理師,,,採購主管,資材主管,產品企劃主管,客服主管,國內業務主管
寶雅,【台北總公司】寶雅生活用品_商品處 平面圖規劃專員,採購助理,行政助理,,,,建築繪圖／設計,廣告設計,平面設計,軟體相關管理師,包裝設計
寶雅,【台北總公司】寶雅生活用品_商品處 採購經營專員,採購助理,行政助理,業務助理,,,採購人員,資材人員,國外業務人員,資材主管,採購主管
寶雅,【寶雅-台北總公司】商品處_後勤行政專員,櫥窗／會場設計人員,採購人員,,,,行政人員,電腦操作／資料輸入,秘書,財務／會計助理,總務人員
寶雅,【寶雅-台北總公司】商品處_輔銷商品陳列企劃專員,櫥窗／會場設計人員,採購人員,,,,資材人員,廣告設計,產品企劃人員,傳播媒體編輯企劃,媒體公關人員
寶雅,【寶雅-台北總公司】行銷處_會員成長部_專案經理/資深專員,行銷企劃人員,市場調查／分析人員,,,,行政主管,主辦會計,財務／會計主管,會計／出納／記帳人員,廣告／行銷企劃主管
寶雅,【寶雅-台北總公司】行銷處_資深專員,ERP專案管理師,,,,,行銷企劃人員,廣告設計,廣告／行銷企劃主管,活動企劃人員,行政人員
寶雅,【寶雅-台北總公司】行銷處＿客服專員,電話客服人員,,,,,秘書,業務助理,活動企劃人員,國貿助理,行政人員
寶雅,【寶雅-台南總公司】-店鋪工程部_工務資深專員,工務助理,工地監工,,,,軟體專案主管,嵌入式工程師,軟體工程師,平面設計,建築繪圖／設計
寶雅,【知名外商美容顧問】駐點北中南屈臣氏&寶雅 / 保障底薪+高額獎金 / 完整教育訓練,美容講師／技導,美容助理,門市／店員／專櫃人員,,,神秘客,保險業務員／經紀人,客服主管,專業顧問,ISO品保人員
小林眼鏡-三峽,【小林眼鏡-三峽】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,神秘客,原料檢驗人員
小林眼鏡-三峽,【小林眼鏡-三峽】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,資材人員,智慧製程工程師,調酒師／吧台人員,檢驗人員
小林眼鏡-三峽北大,【小林眼鏡-三峽北大】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,驗光師,公路橋梁檢測人員
小林眼鏡-三重三和,【小林眼鏡-三重三和】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,原料檢驗人員,檢驗人員,驗光師,實驗／化驗人員
小林眼鏡-三重三和,【小林眼鏡-三重三和】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,智慧製程工程師,調酒師／吧台人員
小林眼鏡-三重五華,【小林眼鏡-三重五華】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,驗光師,公路橋梁檢測人員
小林眼鏡-三重五華,【小林眼鏡-三重五華】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,智慧製程工程師,調酒師／吧台人員
小林眼鏡-三重正北,【小林眼鏡-三重正北】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,驗光師,智慧製程工程師
小林眼鏡-三重正北,【小林眼鏡-三重正北】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,調酒師／吧台人員,智慧製程工程師,原料檢驗人員
小林眼鏡-中和,《前六個月保障薪資：4.8萬》【小林眼鏡-中和】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,水電工,生產設備工程師,電機技師／工程師
小林眼鏡-中和,《前六個月保障薪資：5萬》【小林眼鏡-中和】驗光師,門市／店員／專櫃人員,,,,,智慧製程工程師,PLC／自動控制工程師,生產設備工程師,機構工程師,公路橋梁檢測人員
小林眼鏡-中和環球,《前六個月保障薪資：4.8萬》【小林眼鏡-中和環球】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,水電工,ISO品保人員,生產設備工程師
小林眼鏡-中和環球,《前六個月保障薪資：5萬》【小林眼鏡-中和環球】驗光師,門市／店員／專櫃人員,,,,,智慧製程工程師,PLC／自動控制工程師,機構工程師,生產設備工程師,公路橋梁檢測人員
小林眼鏡-中科,【小林眼鏡-中科】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,驗光師,品管人員,藥師,檢驗人員,實驗／化驗人員
小林眼鏡-中科,【小林眼鏡-中科】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,生鮮處理人員,品管人員,檢驗人員,藥師,智慧製程工程師
小林眼鏡-仁武,【小林眼鏡-仁武】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-仁武,【小林眼鏡-仁武】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,檢驗人員,原料檢驗人員,生鮮處理人員
小林眼鏡-仁雄登發,《前六個月保障薪資：4.6萬》【小林眼鏡-仁雄登發】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,水電工程師,ISO品保人員,智慧製程工程師,水電工
小林眼鏡-仁雄登發,《前六個月保障薪資：4.8萬》【小林眼鏡-仁雄登發】驗光師,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,公路橋梁檢測人員,機構工程師,水電工程師
小林眼鏡-內湖,《前六個月保障薪資：4.8萬》【小林眼鏡-內湖】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,水電工,智慧製程工程師,生產設備工程師,水電工程師
小林眼鏡-北港,【小林眼鏡-北港】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,智慧製程工程師,原料檢驗人員
小林眼鏡-北港,【小林眼鏡-北港】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,智慧製程工程師,生鮮處理人員,資材人員
小林眼鏡-南崁忠孝,【小林眼鏡-南崁忠孝】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,驗光師,品管人員,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-南崁忠孝,【小林眼鏡-南崁忠孝】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,檢驗人員,驗光師,資材人員
小林眼鏡-台中崇德,【小林眼鏡-台中崇德】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,調酒師／吧台人員,品管人員,神秘客,智慧製程工程師,工業設計
小林眼鏡-台中東山,【小林眼鏡-台中東山】驗光生-薪資4.2萬元起,驗光師,,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,品管人員,售票／收銀人員
小林眼鏡-台北八德,《前六個月保障薪資：4.8萬》【小林眼鏡-台北八德】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,ISO品保人員,水電工,智慧製程工程師,水電工程師
小林眼鏡-台北八德,《前六個月保障薪資：5萬》【小林眼鏡-台北八德】驗光師,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,公路橋梁檢測人員,生產設備工程師,機構工程師
小林眼鏡-台北南京,【小林眼鏡-台北南京】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,驗光師,原料檢驗人員,智慧製程工程師
小林眼鏡-台北南京,【小林眼鏡-台北南京】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,智慧製程工程師,生鮮處理人員
小林眼鏡-台北市信義區,薪資保障4.8萬元(半年)【小林眼鏡-台北市信義區】儲備驗光生,門市／店員／專櫃人員,,,,,智慧製程工程師,PLC／自動控制工程師,ISO品保人員,公路橋梁檢測人員,水電工
小林眼鏡-台北市信義區,薪資保障5萬元(半年)【小林眼鏡-台北市信義區】儲備驗光師,驗光師,門市／店員／專櫃人員,,,,智慧製程工程師,公路橋梁檢測人員,PLC／自動控制工程師,品管人員,電機技師／工程師
小林眼鏡-台北市南港區,薪資保障4.8萬元(半年)【小林眼鏡-台北市南港區】儲備驗光生,門市／店員／專櫃人員,,,,,智慧製程工程師,PLC／自動控制工程師,ISO品保人員,水電工,公路橋梁檢測人員
小林眼鏡-台北市南港區,薪資保障5萬元(半年)【小林眼鏡-台北市南港區】儲備驗光師,驗光師,門市／店員／專櫃人員,,,,智慧製程工程師,公路橋梁檢測人員,PLC／自動控制工程師,品管人員,電機技師／工程師
小林眼鏡-台北市松山區,薪資保障4.8萬元(半年)【小林眼鏡-台北市松山區】儲備驗光生,門市／店員／專櫃人員,,,,,智慧製程工程師,PLC／自動控制工程師,電機技師／工程師,水電工,ISO品保人員
小林眼鏡-台北市松山區,薪資保障5萬元(半年)【小林眼鏡-台北市松山區】儲備驗光師,驗光師,門市／店員／專櫃人員,,,,智慧製程工程師,PLC／自動控制工程師,公路橋梁檢測人員,品管人員,電機技師／工程師
小林眼鏡-台南佳里,【小林眼鏡-台南佳里】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,其他醫療從業人員,,,,品管人員,驗光師,原料檢驗人員,檢驗人員,智慧製程工程師
小林眼鏡-台南佳里,【小林眼鏡-台南佳里】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,其他醫療從業人員,,,,品管人員,智慧製程工程師,檢驗人員,原料檢驗人員,生鮮處理人員
小林眼鏡-台南東安,【小林眼鏡-台南東安】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,調酒師／吧台人員,檢驗人員,智慧製程工程師,原料檢驗人員
小林眼鏡-台南歸仁,【小林眼鏡-台南歸仁】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-台南歸仁,【小林眼鏡-台南歸仁】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,檢驗人員,調酒師／吧台人員,生鮮處理人員
小林眼鏡-台南海安,【小林眼鏡-台南海安】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,食品檢驗人員,驗光師,檢驗人員,原料檢驗人員
小林眼鏡-台南開元,【小林眼鏡-台南開元】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-台南開元,【小林眼鏡-台南開元】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,檢驗人員,資材人員,調酒師／吧台人員
小林眼鏡-右昌,【小林眼鏡-右昌】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-右昌,【小林眼鏡-右昌】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,智慧製程工程師,資材人員
小林眼鏡-后里,【小林眼鏡-后里】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,原料檢驗人員,機構工程師,智慧製程工程師
小林眼鏡-后里,【小林眼鏡-后里】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,檢驗人員,原料檢驗人員,資材人員
小林眼鏡-和美,【小林眼鏡-和美】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,原料檢驗人員,檢驗人員,神秘客
小林眼鏡-土城學府,【小林眼鏡-土城學府】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,驗光師,品管人員,木工,檢驗人員,公路橋梁檢測人員
小林眼鏡-大勇,《前六個月保障薪資：4.6萬》【小林眼鏡-大勇】驗光師-薪資4.8萬元起,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,公路橋梁檢測人員,品管人員,檢驗人員
小林眼鏡-大勇,《前六個月保障薪資：4.6萬》【小林眼鏡-大勇】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,水電工,智慧製程工程師,ISO品保人員,生產設備工程師
小林眼鏡-大橋頭延三,《前六個月保障薪資：4.8萬》【小林眼鏡-大橋頭延三】驗光生,門市／店員／專櫃人員,,,,,公路橋梁檢測人員,PLC／自動控制工程師,智慧製程工程師,水電工,土木技師
小林眼鏡-大橋頭延三,《前六個月保障薪資：5萬》【小林眼鏡-大橋頭延三】驗光師,驗光師,門市／店員／專櫃人員,,,,公路橋梁檢測人員,PLC／自動控制工程師,智慧製程工程師,機構工程師,生產設備工程師
小林眼鏡-大湳,【小林眼鏡-大湳】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,驗光師,檢驗人員,原料檢驗人員,智慧製程工程師
小林眼鏡-大湳,【小林眼鏡-大湳】驗光生-薪資4.2萬元起,門市／店員／專櫃人員,,,,,品管人員,檢驗人員,智慧製程工程師,原料檢驗人員,驗光師
小林眼鏡-太平樹孝,【小林眼鏡-太平樹孝】驗光師-薪資4.4萬元起,門市／店員／專櫃人員,,,,,品管人員,調酒師／吧台人員,智慧製程工程師,平面設計,包裝設計
小林眼鏡-宜蘭,《前六個月保障薪資：4.8萬》【小林眼鏡-宜蘭】驗光生,門市／店員／專櫃人員,,,,,PLC／自動控制工程師,智慧製程工程師,水電工,生產設備工程師,ISO品保人員
